pullNumber,commenter,comment,state,html_url,submitted_at,commented_commitID
1568,ctubbsii,"-1 as-is.

The purpose of the `bin/accumulo-service` script is to provide a mechanism to manage a single process, in order to provide a simple mechanism to build other tools around. It is *not* intended to manage multiple processes. If these kinds of features are baked in to this script, the script becomes harder to bake other tools around it, such as the `bin/accumulo-cluster` script which I think would be a more appropriate place for this kind of feature.

For this script, if multiple processes are desired, the script should be called multiple times, with the ACCUMULO_SERVICE_INSTANCE variable set to different values. For its output file names, it may be useful to to utilize the ACCUMULO_SERVICE_INSTANCE variable from the environment, but it should not be looping and setting this itself. Otherwise, you create a confusing circular dependency between `accumulo-env.sh` and this script.

Furthermore, this script isn't really intended to be used by anything other than the `accumulo-cluster` script. Most of its functionality is tightly coupled with the needs of that script. I think the looping to start multiple tservers might be a nice feature to add to `accumulo-cluster` instead of trying to add it to this script.

Also, please double check your commit messages. If I do `git log -n5 --oneline` on your pull request, your commit clearly stands out as abnormal. I recommend looking at https://chris.beams.io/posts/git-commit/ for tips on how to format a good git commit message with a brief subject line and a body, separated by a blank line.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1568#pullrequestreview-378892502,2020-03-21T04:55:27Z,dc35ce0c2e8d54747603af0e76b4fc831122eb10
1579,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1579#pullrequestreview-388739286,2020-04-07T02:12:39Z,87601f2f93dbd8d1fe510f5c5aa7528ea4e7e58d
1651,milleruntime,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1651#pullrequestreview-523757719,2020-11-04T22:08:31Z,01cd2b0e801bdca235b1b65377af977c1635d594
1653,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1653#pullrequestreview-488693789,2020-09-15T13:47:49Z,59d1155d151bc6c784e8b89ebad708a194a60f63
1667,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1667#pullrequestreview-459510888,2020-07-31T22:39:06Z,7de2d4b04bd4b81393a37979704799f5c62bf90b
1677,ctubbsii,"I think a well-named static factory method would be better than passing in the RetryFactory everywhere. With the RetryFactory parameter, it's very hard to trace through the code to figure out what was used. But, a well-named static method instead of calling a different constructor, can make it much more readable and easier to understand the intent.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1677#pullrequestreview-465334915,2020-08-11T18:55:47Z,8f93f0358da11d5d231adcc926e8c5d784d1e2fe
1701,ctubbsii,"Overall, this looks good to me. I made some suggestions for improvements, and I think this could use a unit test, but otherwise, looks okay.

Are you able to include a unit test for this?",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1701#pullrequestreview-483176154,2020-09-06T22:15:22Z,f4e3c51efed22f9c17185bf023883ecb1962e6e9
1703,ctubbsii,"Looks great overall.

Please add `@SuppressWarnings(""removal"")` on the methods causing compiler warnings because of the use of the `MASTER` enum.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1703#pullrequestreview-486334378,2020-09-10T21:48:47Z,7076a59616af93f7aaa1afc08403bdcc6003c921
1715,ctubbsii,Thanks @dlmarion . I finally got a chance to look this over. Sorry it took so long to respond to the review request.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1715#pullrequestreview-523609961,2020-11-04T21:06:36Z,1088247aebd207abbe4fb8d92c6cf6a6430fe0b6
1716,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1716#pullrequestreview-497814337,2020-09-28T19:08:28Z,7b755611f3afc9b706dae3147af9c40b1b3dbad5
1721,ctubbsii,"@milleruntime These interfaces were added in ACCUMULO-259 (I still have the JIRA issue memorized, because it was quite an ordeal at the time) to be pluggable. It was not merely added to support Kerberos/SASL authentication as an alternative. Rather, it was intended to be completely pluggable... so you could swap in an LDAP implementation, for example.

I don't think these changes you've made in this PR are aligned with the original intention.

Rather, what I think we need is a complete overhaul of these interfaces, to bring them up to speed, so they are public API, still pluggable, and more convenient to swap in implementations.

Until that comprehensive work is done, I think these should remain non-public API, and left as an advanced / marginally supported feature through the ""internal"" APIs. If it's ""easy"" to make the existing interfaces themselves public API / SPI, without exposing additional internal types, I'd be okay with that change also.

But, I don't think it's adequate to simply limit things to the two available implementations, as users may have implemented their own in their internal forked versions of Accumulo.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1721#pullrequestreview-502393675,2020-10-05T20:24:52Z,1a170aa6e9b50df68fc2116031feb496fc1bc03e
1726,ctubbsii,"This looks okay, but I added my feedback for additional improvements in a PR against your branch at https://github.com/milleruntime/accumulo/pull/14",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1726#pullrequestreview-504300377,2020-10-07T22:04:57Z,1fce99cffa332a4dcf7b0d9eddd26fcdc0db8d04
1735,ctubbsii,Thanks @Manno15 ! I have only minor wording suggestions only.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1735#pullrequestreview-508619720,2020-10-14T18:35:51Z,7e46b5e0346e20785606eed93794d34b4ffc78b6
1752,ctubbsii,"It looks like the only action of this PR is to replace an enum type with a String type. I don't see the advantage of that. Concrete types gives us safety and prevent bugs. It is normal for us to have Thrift-type and a non-Thrift-type that we have to convert between, in order to avoid leaking Thrift types into our code. I'm not sure it's better to replace concrete types with String to avoid that redundancy.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1752#pullrequestreview-516029907,2020-10-23T21:57:17Z,14c215c91dd9a4fd879fef805a4d9431ca1c3bec
1759,ctubbsii,"This is good, but there's a similar issue in the ChooseDir undo method, where it doesn't first check that the `tableInfo.getInitialSplitSize() > 0`, which means it can get an NPE. It might be good to make that change as part of this PR also, if you're okay with that, @Manno15 .

There's also a similar issue in `FinishCreateTable.cleanupSplitFiles`, which can cause the table creation to fail, even if the table was, in fact, created. Perhaps it'd be better to just log that error, instead of failing and rolling back the entire table creation? I'm not sure. What do you think, @keith-turner ?
",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1759#pullrequestreview-521085990,2020-10-30T23:35:13Z,1626844419488b47ae57623286bfee473b112a77
1759,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1759#pullrequestreview-522787792,2020-11-03T19:51:51Z,59da0bf7171e1c2210acf81da25b105547cf9d64
1765,ctubbsii,"I think this is good, but rather than a heavyweight test in ScannerIT that uses miniaccumulocluster, I think it would be better to have ScannerBaseTest unit test that mocks the call to `ScannerBase.iterator()` and verifies that this `forEach` method results in the same iteration. Such a test would take milliseconds to execute rather than (up to) 60 seconds, and would use far fewer resources. I don't think we need anything more than that for the test case for this.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1765#pullrequestreview-522129715,2020-11-03T00:43:56Z,5b60b8cb384c3cae7d3b5af9c5ecf9c1411d3225
1765,ctubbsii,"The code looks good to me, but the test case seems a bit verbose and overly complex. I made some suggestions for simplification. There may be more.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1765#pullrequestreview-527388679,2020-11-10T16:40:28Z,5f7d7007e483fe6ff528b55271fbdb566bca22c3
1765,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1765#pullrequestreview-527600864,2020-11-10T21:06:52Z,126c53fb1168faa72a1587bf2682663a3b10b12c
1765,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1765#pullrequestreview-532707895,2020-11-17T19:18:40Z,dc1755fdec7b0366f738f6b0e2db73f16b21d776
1771,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1771#pullrequestreview-525473685,2020-11-06T20:33:48Z,9eaf446003a743bc1ebf99b95025a25e219dcb0a
1771,ctubbsii,"Sorry, very minor grammatical nit, but otherwise looks good to me.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1771#pullrequestreview-527377318,2020-11-10T16:24:23Z,52d2254f0e0d181bb0fd7f1d2714718d793a83b9
1786,ctubbsii,Were you able to determine if we can roll back the changes from 1ed12fa585a37caf36cfd674bd7ad6903c1d4e79  without reintroducing the type conversion spam from commons-configuration2?,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1786#pullrequestreview-532548942,2020-11-17T16:32:24Z,098f8989078f5ab84ebc0b71f81fa1fc58a566b7
1786,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1786#pullrequestreview-532813588,2020-11-17T21:52:05Z,bf6c1f0a5ec2a777fbff4abcb5cb06252b24afb2
1797,ctubbsii,"This PR adds the table option to the delete command. However, the changes in the test seem to be testing the table option with the insert command. I don't see a corresponding change to the test to test the delete command's ability to use a table option.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1797#pullrequestreview-535456747,2020-11-20T14:08:12Z,101871a62c4647e580fa4fd2bcbb193450335a96
1798,busbey,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1798#pullrequestreview-536463414,2020-11-23T13:39:57Z,4c8fedce90487c40ec4b740bc98dc181177cc71f
1803,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1803#pullrequestreview-537776969,2020-11-24T18:15:52Z,b2c263b90ebf1be63dd1186b883fe0cad26127c2
1803,ctubbsii,Looks good to me. I only have a minor wording suggestion for the log message.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1803#pullrequestreview-542253749,2020-12-01T20:06:33Z,9ff22ca7958f3b2a1c11b5591aac2c6e19ed05fc
1803,ctubbsii,"t seems there's a problem with recovery as a result of these changes. I didn't spend a lot of time trying to track it down, but was able to confirm that running `RestartIT` can reproduce the problem, and found the stack trace in the TServer log like:

```java
2020-12-03T00:40:54,842 [log.LogSorter] ERROR: Error during cleanup sort/copy 487f525e-2520-4706-9e15-8109f3d484af
java.io.IOException: Stream is closed!
  at org.apache.hadoop.fs.BufferedFSInputStream.getPos(BufferedFSInputStream.java:56) ~[hadoop-client-api-3.3.0.jar:?]
  at org.apache.hadoop.fs.FSDataInputStream.getPos(FSDataInputStream.java:77) ~[hadoop-client-api-3.3.0.jar:?]
  at org.apache.accumulo.tserver.log.LogSorter$LogProcessor.close(LogSorter.java:197) ~[accumulo-tserver-2.1.0-SNAPSHOT.jar:2.1.0-SNAPSHOT]
  at org.apache.accumulo.tserver.log.LogSorter$LogProcessor.sort(LogSorter.java:168) [accumulo-tserver-2.1.0-SNAPSHOT.jar:2.1.0-SNAPSHOT]
  at org.apache.accumulo.tserver.log.LogSorter$LogProcessor.process(LogSorter.java:93) [accumulo-tserver-2.1.0-SNAPSHOT.jar:2.1.0-SNAPSHOT]
  at org.apache.accumulo.server.zookeeper.DistributedWorkQueue$1.run(DistributedWorkQueue.java:113) [accumulo-server-base-2.1.0-SNAPSHOT.jar:2.1.0-SNAPSHOT]
  at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) [?:?]
  at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) [?:?]
  at org.apache.accumulo.fate.util.LoggingRunnable.run(LoggingRunnable.java:37) [accumulo-core-2.1.0-SNAPSHOT.jar:2.1.0-SNAPSHOT]
  at java.lang.Thread.run(Thread.java:834) [?:?]
```

It's probably just something minor where another part of our code isn't reading the correct path, but it would need to be fixed in order to merged these changes.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1803#pullrequestreview-544018011,2020-12-03T14:38:11Z,37a9e3024cd0c9ab45b21dbd0d4ff6139e7c3b94
1816,ctubbsii,"Hi @DomGarguilo . Thanks for the PR! You have the correct strategy in place. However, the test case that you modified was probably the only test case for this class that isn't prone to the type of failure that was reported. It should pass every time. If you look at the other 3 tests, you can see that they all employ a ""sleep"" already, in order to try to catch the test in the correct state. However, since that's flaky (it may take slightly longer for the task to start), those other 3 tests are the ones that should employ the method you applied here (instead of this one).

EDIT: also, please make sure the changed files are formatted to our coding standards by running `mvn package -DskipTests` at the root of the project, and including any changes made by our formatting plugins to your commits / PR.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1816#pullrequestreview-541204296,2020-11-30T19:04:54Z,fd42721be45078e280da69275b8e6e391af0c301
1816,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1816#pullrequestreview-541313308,2020-11-30T21:35:56Z,3460b860c0917138733b58748efd783a05bb6f7b
1824,ctubbsii,"Most of this looks great. I am concerned about the getsplits behavior and corresponding tests, though.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1824#pullrequestreview-576754706,2021-01-26T21:24:49Z,61a1755547fc0f9fd6290eb4abe704b775657618
1832,ctubbsii,"This is a good start to check the flush command. However, checking the audit message doesn't guarantee the permission is denied (the auditing could be working, but we still allow the action). So, I think we will need checks to ensure the action is denied. The best place to do that is probably PermissionsIT. Can you make those changes in this PR, or would you prefer to open another PR for PermissionsIT?",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1832#pullrequestreview-548434115,2020-12-09T17:41:54Z,f4f420656d130f72bd5a3791374b5031ada98537
1833,ctubbsii,"This is a good fix. I have only a minor suggestion for the wording. I mentioned the possibility of including a stack trace in the DEBUG log in the discussion on #1760. If that were to be included, I think it could be a simple `log.debug(""some message"", e)` above the line that does `compactions.add(tserver + "" ERROR "" + e.getMessage());` in `ActiveCompactionHelper.java`",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1833#pullrequestreview-548440725,2020-12-09T17:51:37Z,e8ae5e50646101624ddf31a0c550d6e296618541
1847,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1847#pullrequestreview-558175542,2020-12-23T18:56:01Z,7175f99fb4ba5097a29a025ede0d12201cf23a66
1851,ctubbsii,Build checks fail due to undeclared maven dependency. I recommend using Guava's SHA512 hashing instead of commons-codec's SHA1 anyway.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1851#pullrequestreview-561620056,2021-01-05T09:17:43Z,a4736fb0f06cee39e00b041de2100f1267182f85
1851,ctubbsii,"I'm having a hard time following what the test is actually doing. Can you add more explanation inline about how it's supposed to work? It would help others if they need to edit it later, so they don't have to read the entire class to understand how it's supposed to work (particularly important if it's not actually working as intended and needs to be fixed).",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1851#pullrequestreview-562119481,2021-01-05T20:52:32Z,74c1ccf75dd3c01a015e3631396942096142f8e8
1862,ctubbsii,"All files added to `monitor/resources/external/` should be added without modification. From where were these obtained? And were they added without modification?

The following LICENSE files have been modified to reflect our redistribution of flot code. They must be updated to properly reflect the updated version of flot.

* assemble/src/main/resources/LICENSE
* LICENSE
* server/monitor/src/main/appended-resources/META-INF/LICENSE

Aside from the license issues, these changes look fine to me.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1862#pullrequestreview-564628860,2021-01-08T22:36:11Z,2fc425c6d706168a76e45bd657b75ba873b0587a
1871,ctubbsii,Just a few suggestions. Looks great overall!,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1871#pullrequestreview-572290217,2021-01-20T14:55:14Z,b32152d8c387534084ffb5b1d060c1ddefda8a0f
1873,ctubbsii,"I have some suggested changes incoming, but I will submit my suggestions as a PR against your branch, because I think it will be easier.

EDIT: my first pass code review suggestions are at brianloss/accumulo#1 ; I might have other suggestions afterwards, but it's getting late today, so I will take another look tomorrow.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1873#pullrequestreview-572669110,2021-01-20T21:34:45Z,3f2f05db195a5d3a1126d9957114b460ed4571f3
1873,ctubbsii,@brianloss I made a second pass at a code review and provided my suggestions as another PR to your branch at https://github.com/brianloss/accumulo/pull/2,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1873#pullrequestreview-573990986,2021-01-22T06:52:57Z,7e2cf88cf030d187bfec7a4878e6d18682a69bf9
1891,ctubbsii,"My only request for a change in this PR before it is merged is to rename the newly introduced SPI ""DefaultLoadBalancer"" to something like ""BasicLoadBalancer"" or ""SimpleLoadBalancer"" (unless there's a better, more descriptive name based on how it actually works), and with a brief class-level javadoc to describe the basic strategy.

While the rename and addition of a javadoc could occur in a subsequent task, I think it makes more sense to have the better name (and basic description) in its initial introduction, since it is a wholly new class.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1891#pullrequestreview-582821680,2021-02-03T21:32:07Z,7599c5846607e9fdcdce47769651f6d54a86c92a
1899,ctubbsii,"Looks okay to me, after the enum comparisons are fixed. However, there appears to be a broken test:

```java
[ERROR] Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.59 s <<< FAILURE! - in org.apache.accumulo.tserver.memory.LargestFirstMemoryManagerTest
[ERROR] test(org.apache.accumulo.tserver.memory.LargestFirstMemoryManagerTest)  Time elapsed: 1.491 s  <<< FAILURE!
java.lang.AssertionError: 

  Unexpected method call ServerContext.getTableManager():
	at org.apache.accumulo.tserver.memory.LargestFirstMemoryManagerTest.test(LargestFirstMemoryManagerTest.java:67)

[ERROR] testDeletedTable(org.apache.accumulo.tserver.memory.LargestFirstMemoryManagerTest)  Time elapsed: 0 s  <<< FAILURE!
java.lang.AssertionError: 

  Unexpected method call ServerContext.getTableManager():
	at org.apache.accumulo.tserver.memory.LargestFirstMemoryManagerTest.testDeletedTable(LargestFirstMemoryManagerTest.java:184)
```",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1899#pullrequestreview-588849884,2021-02-11T18:24:14Z,497cb10ae1ed5064d63804632c189b927b1eda34
1905,ctubbsii,"Build is failing due to missing license headers in the new classes. These should be automatically added if you build locally and commit before pushing.

PR mostly looks fine to me. I had a few questions that might turn into possible suggestions.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1905#pullrequestreview-583479059,2021-02-04T15:01:23Z,838f9a759874fc2c580a384ecdf00aa2eb8c2362
1910,ctubbsii,Nice work. See my suggestions below.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1910#pullrequestreview-598680885,2021-02-25T15:45:39Z,6a534b29950b6175ad35f573d9585dad82db3919
1910,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1910#pullrequestreview-599632163,2021-02-26T15:25:53Z,8dbce091f469438dafb2e45043fcd1337bb8fae4
1910,ctubbsii,"@slackwinner I tested this end-to-end, and everything works great, functionally speaking. I did have lots of minor suggestions for polish/improving the scripts.

The one other thing that I didn't mention elsewhere is that it might be useful to have a `System.out.println(""Preparing JShell for Apache Accumulo"")` or similar in the startup file also. That way, people know that it was started with the custom startup script.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1910#pullrequestreview-599872498,2021-02-26T20:06:28Z,ee0a914e8710eb5b79f93de01c15bcd2fb067264
1943,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1943#pullrequestreview-595472122,2021-02-22T15:30:30Z,e0613c664a390e5c130557170c90c2124dfa567d
1944,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1944#pullrequestreview-597643139,2021-02-24T16:01:26Z,bf885fbf539ca9c8c122810f285ac008bd8fd038
1944,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1944#pullrequestreview-598739883,2021-02-25T16:19:10Z,89c820a3bf75ef735c244d64e0e04c57f6c2ef50
1950,keith-turner,"> What's a compaction directive, vs. a compaction service, vs. a compaction dispatcher? (these appear to be the different categories of things touched by this change)

A compaction dispatcher dispatches compactions per table to compaction services.  A compactions service runs compactions and there are one or more in a tablet servers.  Compaction directive exists as a return type for [CompactionDispatcher.dispatch()](https://github.com/apache/accumulo/blob/7e3c67d0c0b831d7d29c69e24d07dd700f24c5e0/core/src/main/java/org/apache/accumulo/core/spi/compaction/CompactionDispatcher.java#L90).  The reason CompactionDirective exist is to make CompactionDispatcher easier to evolve.

> Why was CompactionDirectiveImpl a package-private class stored in the SPI package instead of a separate implementation package?

It could have been placed in another package outside of the SPI packages instead of being made package private.  One slight advantage of package private is that it can not be accessed from any other package.   It existed solely to implement the builder.  One disadvantage of making it package private is that someone may inadvertently make it public.

> Does the retention of CompactionDirectiveImpl.setService in your PR imply that CompactionsDirectiveImpl is mutable? Should it be mutable? Is it okay to be mutable?

I think its much cleaner to make it immutable, as that makes code easier to reason about.  The builder that was removed would build an immutable object.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1950#pullrequestreview-599683048,2021-02-26T15:43:22Z,0f33deac05d4bc0917e849e0914cec8a94ac98a7
1952,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1952#pullrequestreview-602297318,2021-03-02T21:46:25Z,b1ad3b7a3222337d71f059c4fad51867846ea0c4
1952,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1952#pullrequestreview-604479796,2021-03-04T19:45:47Z,c8d97a8be282cdf74732939afaeb33acd3c0003c
1958,EdColeman,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1958#pullrequestreview-605397423,2021-03-05T17:05:14Z,7de1bf42658afdfef4d9f0ec313646cc094457dc
1959,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1959#pullrequestreview-606552973,2021-03-08T17:51:54Z,c5386932a00949db6314519fa0bb26237af16391
1965,ctubbsii,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1965#pullrequestreview-611609128,2021-03-13T16:38:46Z,d84be6ace0a52bc2c4542cf860e0209fbb21a44c
1965,ctubbsii,"I provided my code review in a PR against your PR in DomGarguilo/accumulo#1

I also had the question below about the extra synchronized keyword.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/1965#pullrequestreview-612610275,2021-03-16T03:13:50Z,5c274bf69c2952e5c0234b61ac54087ae5cfd562
2005,ctubbsii,"This doesn't achieve what you are probably expecting it to achieve. The last location field is *not* the ""last assigned"" location. It is the ""last location data was written locally"" location. It should *not* be updated on assignment, but when files are written. The ""location"" field is already updated to reflect the last location assigned. If you need assignments based on last location assigned, I suggest using the normal ""location"" field in a custom balancer, rather than the ""last location"" field.

This misunderstanding actually resulted in ultimately reverting the issues you are referencing. It should not be backported, since it is not the correct fix.

Also, since most people do not have ticket numbers memorized, please ensure the subject line of your git commit messages and subject line of the pull request or issue has a brief description of the issue, rather than merely references to ticket numbers. I will update the github PR description for this, but ultimately, I think this issue should be closed, since it doesn't achieve what it appears to, and the issue it is based on was actually reverted.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2005#pullrequestreview-630184942,2021-04-07T15:56:09Z,7774e6a0b06a6b6d7723c5b4a2112e13af259496
2020,ctubbsii,"The removal of the `refreshZKTable` function from `overview.js` and the place where that function is called can also be included in this PR, and any other related javascript code that kept this table up-to-date can also be removed (if any), as well as any related CSS stylesheet information that was specific to this table.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2020#pullrequestreview-635867877,2021-04-14T17:18:15Z,e9983128fba2c4cd4d024138460cc44aa4186236
2037,EdColeman,"You need to also change the places in the code that had ""constrains"" to the correct ""constraints"" - it occurs 3 places in the file.

You can run the following maven command to perform the same QA checks performed on submission:
`mvn verify javadoc:jar -Psec-bugs -DskipTests`

if you can get that to pass the QA checks will likely succeed.  
",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2037#pullrequestreview-645997762,2021-04-27T15:19:07Z,00d546ac1934222e75243d1c246f59e4d39c9564
2043,EdColeman,"You need to include the import - `import static org.junit.Assert.assertArrayEquals;`

imports should be in sorted order and avoid using wild cards (*).

You can use the following command to run the full set of QA checks:
`mvn clean verify javadoc:jar -Psec-bugs -DskipITs=true -DskipTests=true`

When that compiles cleanly you should consider running at least the tests (IT tests can take some time)
",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2043#pullrequestreview-647351033,2021-04-28T17:43:04Z,fce5bb3dc5702e11119308b5983e578cb159d484
2043,EdColeman,"You cannot use wildcards  `import static org.junit.Assert.*;.`  This would fail the QA build. 

Please expand to use individual imports.  

Please try to get a clean run using `mvn clean verify -DskipITs` or some variation that will run the QA tests locally before submitting an update.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2043#pullrequestreview-647412334,2021-04-28T18:54:11Z,50dc0e1ad9f7e33b981d56f7183835d6720c6c85
2050,EdColeman,"You will also need to change the places where that method is called - (line 547: CompactableImpl.java). You can run 
`mvn clean verify -DskipITs` 
to verify that your changes are correct locally before updating the pull request.  (see: https://accumulo.apache.org/how-to-contribute/)",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2050#pullrequestreview-648453161,2021-04-29T17:07:16Z,a307fc28428b2e000febd98e4db678107d766f81
2051,EdColeman,"You need to also change the place where that method was called.  Run
`mvn clean verify -DskipITs`
to verify your changes before updating your pull request.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2051#pullrequestreview-648468110,2021-04-29T17:24:13Z,099f395b468829bc99483d43f3b3c2afd32814fc
2055,EdColeman,QA test failed - additional references need to be updated.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2055#pullrequestreview-648554647,2021-04-29T19:05:03Z,3999666a3c2cec8426510804d7b18cdcc8fdcb78
2055,EdColeman,,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2055#pullrequestreview-649933051,2021-05-02T16:38:09Z,ec00d4f9e8151962da7eaa31a2986395855438d6
2065,EdColeman,@hguercan is going to see if there are other candidates for replacement.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2065#pullrequestreview-649708147,2021-05-01T02:27:49Z,00159fd079be40deeefa614c48bc3f774d26ff49
2067,EdColeman,"The PR should not contain the .class files - if you build with maven, those files would go to ./target directory, which is excluded.  Please delete those two .class files from the PR.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2067#pullrequestreview-649803211,2021-05-01T17:13:43Z,9d74fccd1a74f4d13bb3aa1527b08e3a53ac75a1
2068,ctubbsii,"I think adding the CODE_OF_CONDUCT file so it shows up in GitHub's UI for developers contributing to the project there is a good thing. However, rather than every community creating their own file, it would be better to work with ASF INFRA to create a repository at https://github.com/apache/.github to host default versions of these files that projects can override. See https://github.blog/changelog/2019-02-21-organization-wide-community-health-files/ for more information on that.

While I think there are some improvements that could be made to the README, I'm opposed to the changes here, especially the dramatic expansion of the README to redundantly show information already on the website. I think the README should stay minimal, so we can more easily maintain the canonical information on the website. The README should only contain the bare minimum to get user's who are reading the README file in the tarball or on the GitHub repository page started, and direct them to the website for further information. We should not copy mailing list, social media links, and all our contributing information from the website to the README, as that makes it significantly harder to maintain in two places and harder for users to know where to go to get up-to-date information.",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2068#pullrequestreview-649796282,2021-05-01T15:49:35Z,94ad79782922c82017e855fcda6784f87baf8e63
2073,milleruntime,It looks like a big chunk of these changes are just moving code around? Is it possible to put the chunks of code back (if nothing changed) to the spot they were so they don't show up as a difference. It is hard to tell what changed.,CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2073#pullrequestreview-651713335,2021-05-04T22:09:07Z,059c112578c692aef83a4e6ed28419bca9d5ee47
2075,ctubbsii,"Overall, this looks great to me, but it seems there's a spotbugs check that needs to be fixed first:

```
[ERROR] Medium: This web server request could be used by an attacker to expose internal services and filesystem.
  [org.apache.accumulo.core.clientImpl.ClientInfoImpl, org.apache.accumulo.core.clientImpl.ClientContext$ClientBuilderImpl, org.apache.accumulo.core.clientImpl.ClientInfo, org.apache.accumulo.core.clientImpl.ClientInfoImpl]
  At ClientInfoImpl.java:[line 127]
  At ClientContext.java:[line 803]
  At ClientInfo.java:[line 87]
  At ClientInfoImpl.java:[line 47] URLCONNECTION_SSRF_FD
```",CHANGES_REQUESTED,https://github.com/apache/accumulo/pull/2075#pullrequestreview-652704721,2021-05-05T20:11:14Z,32b813fc320b4b16845f206722d63e9a89b8b180
